Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Multiplatform
10926,"Horse Life 4: My Horse, My Friend, My Champion",3DS,2015,Action,Unknown,0,0.01,0,0,0.01,0
10927,Rugby World Cup 2015,PC,2015,Sports,Ubisoft,0,0.01,0,0,0.01,0
10928,Katekyoo Hitman Reborn! Kindan no Yami no Delta,Wii,2008,Action,Marvelous Interactive,0,0,0.01,0,0.01,0
10929,Juggler DS,DS,2008,Misc,Commseed,0,0,0.01,0,0.01,0
10930,Art Academy: Home Studio,WiiU,2015,Misc,Nintendo,0,0,0.01,0,0.01,0
10931,Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou,PS2,2007,Fighting,Capcom,0,0,0.01,0,0.01,0
10932,Heart no Kuni no Alice,PS2,2008,Adventure,Prototype,0,0,0.01,0,0.01,0
10933,Winx Club: Saving Alfea,3DS,2014,Action,Namco Bandai Games,0,0.01,0,0,0.01,0
10934,Rugby League Live 3,XOne,2015,Action,Tru Blu Entertainment,0,0.01,0,0,0.01,0
10935,Hyperdimension Neptunia mk2,PS3,2011,Action,Nippon Ichi Software,0,0.01,0,0,0.01,0
10936,King's Bounty: Armored Princess,PC,2009,Role-Playing,1C Company,0,0.01,0,0,0.01,0
10937,Legacy of Kain: Defiance,PC,2003,Action,Eidos Interactive,0,0.01,0,0,0.01,0
10938,Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable,PSP,2009,Adventure,CyberFront,0,0,0.01,0,0.01,0
10939,Junjou Romanchika: Koi no Doki Doki Daisakusen,PS2,2008,Adventure,Marvelous Interactive,0,0,0.01,0,0.01,0
10940,Wade Hixton's Counter Punch,GBA,2004,Sports,"Destination Software, Inc",0.01,0,0,0,0.01,0
10941,Madagascar: Escape 2 Africa,PC,2008,Action,Activision,0.01,0,0,0,0.01,0
10942,Heart no Kuni no Alice: Wonderful Twin World,PSP,2014,Adventure,Quinrose,0,0,0.01,0,0.01,0
10943,Colin McRae Rally 2005 plus,PSP,2005,Racing,Codemasters,0,0,0.01,0,0.01,0
10944,G1 Jockey 4 2007,PS2,2007,Sports,Tecmo Koei,0,0,0.01,0,0.01,0
10945,Bullet Soul: Tama Tamashii,X360,2011,Shooter,5pb,0,0,0.01,0,0.01,0
10946,Shin Sangoku Musou 4 Special,X360,2005,Action,Tecmo Koei,0,0,0.01,0,0.01,0
10947,Brothers Conflict: Precious Baby,PSV,2016,Action,Idea Factory,0,0,0.01,0,0.01,0
10948,The Cages: Pro Style Batting Practice,Wii,2010,Sports,Konami Digital Entertainment,0.01,0,0,0,0.01,0
10949,Worms 2,PC,1997,Strategy,Microprose,0,0.01,0,0,0.01,0
10950,Getsuei Gakuen: kou,PSV,2013,Adventure,Arc System Works,0,0,0.01,0,0.01,0
10951,Tenjin Ranman: Happy GO Lucky!!,PSP,2010,Adventure,Russel,0,0,0.01,0,0.01,0
10952,Clive Barker's Jericho,PC,2007,Shooter,Codemasters,0,0.01,0,0,0.01,0
10953,Pro Evolution Soccer 2010,PC,2009,Sports,Konami Digital Entertainment,0,0.01,0,0,0.01,0
10954,Juiced 2: Hot Import Nights,PC,2007,Racing,THQ,0,0.01,0,0,0.01,0
10955,Petz: Hamsterz Life 2,GBA,2007,Misc,Ubisoft,0.01,0,0,0,0.01,0
10956,Fallout Anthology,PC,2015,Action,Bethesda Softworks,0,0.01,0,0,0.01,0
10957,Act of Aggression,PC,2015,Strategy,Focus Home Interactive,0,0.01,0,0,0.01,0
10958,Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,PSP,2013,Adventure,Idea Factory,0,0,0.01,0,0.01,0
10959,NHL 2K7,XB,2006,Sports,Take-Two Interactive,0.01,0,0,0,0.01,0
10960,Ishin Renka: Ryouma Gaiden,PSP,2010,Adventure,D3Publisher,0,0,0.01,0,0.01,0
10961,Mario vs. Donkey Kong: Tipping Stars,WiiU,2015,Puzzle,Nintendo,0,0,0.01,0,0.01,0
10962,The Amazing Spider-Man (DS & Mobile Versions),PSP,2009,Action,Eidos Interactive,0,0.01,0,0,0.01,0
10963,Icewind Dale II,PC,2002,Role-Playing,Interplay,0,0.01,0,0,0.01,0
10964,Monster Jam,PC,2007,Racing,Activision,0.01,0,0,0,0.01,0
10965,G1 Jockey 4 2008,PS3,2008,Sports,Tecmo Koei,0,0.01,0,0,0.01,0
10966,World Snooker Challenge 2005,PSP,2005,Sports,Sega,0,0.01,0,0,0.01,0
10967,Kenka Banchou Portable,PSP,2009,Action,Spike,0,0,0.01,0,0.01,0
10968,Natsuzora no Monologue,PSP,2013,Adventure,Otomate,0,0,0.01,0,0.01,0
10969,Dungeons & Dragons: Neverwinter Nights - Complete,PC,2011,Misc,Atari,0.01,0,0,0,0.01,0
10970,Idol Janshi Suchie-Pai IV,PS2,2007,Misc,Jaleco,0,0,0.01,0,0.01,0
10971,Dinotopia: The Sunstone Odyssey,XB,2003,Action,TDK Mediactive,0.01,0,0,0,0.01,0
10972,Ultimate Board Game Collection,PS2,2006,Misc,Xplosiv,0.01,0,0,0,0.01,0
10973,Cities: Skylines Snowfall,PC,2016,Simulation,Paradox Development,0,0.01,0,0,0.01,0
10974,Sekirei: Mirai Kara no Okurimono,PS2,2009,Adventure,Alchemist,0,0,0.01,0,0.01,0
10975,Fashionable Puppy: Oshare na Koinu DS,DS,2007,Simulation,MTO,0,0,0.01,0,0.01,0
10976,H2O+: Footprints in the Sand,PS2,2008,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01,0
10977,Grooverider: Slot Car Thunder,GC,2003,Racing,Encore,0.01,0,0,0,0.01,0
10978,Command & Conquer Renegade,PC,2002,Shooter,Electronic Arts,0,0.01,0,0,0.01,0
10979,Fullmetal Alchemist: Prince of the Dawn,Wii,2009,Adventure,Square Enix,0,0,0.01,0,0.01,0
10980,Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,PSP,2009,Adventure,CyberFront,0,0,0.01,0,0.01,0
10981,Nakayoshi All-Stars: Mezase Gakuen Idol,DS,2008,Misc,Creative Core,0,0,0.01,0,0.01,0
10982,Whac-A-Mole,GBA,2005,Puzzle,Zoo Digital Publishing,0.01,0,0,0,0.01,0
10983,Greg Hastings' Tournament Paintball Max'd,PS2,2006,Shooter,Activision,0.01,0,0,0,0.01,0
10984,Egg Mania: Eggstreme Madness,GC,2002,Puzzle,Kemco,0.01,0,0,0,0.01,0
10985,Chaos;Child,PS4,2015,Adventure,5pb,0,0,0.01,0,0.01,0
10986,Powerdrome,XB,2004,Racing,Evolved Games,0.01,0,0,0,0.01,0
10987,Tropico 3: Gold Edition,PC,2010,Strategy,Kalypso Media,0,0.01,0,0,0.01,0
10988,Heart no Kuni no Alice,PSP,2009,Adventure,Prototype,0,0,0.01,0,0.01,0
10989,Survivor,Wii,2010,Adventure,Valcon Games,0.01,0,0,0,0.01,0
10990,San-X: Chara Sagashi Land,DS,2007,Action,MTO,0,0,0.01,0,0.01,0
10991,LMA Manager 2007,X360,2006,Sports,Codemasters,0,0.01,0,0,0.01,0
10992,Nova Usagi no Game de Ryuugaku!? DS,DS,2007,Misc,Konami Digital Entertainment,0,0,0.01,0,0.01,0
10993,Alone in the Dark,PC,2008,Adventure,Atari,0,0.01,0,0,0.01,0
10994,Wand of Fortune: Mirai e no Prologue,PS2,2010,Adventure,Idea Factory,0,0,0.01,0,0.01,0
10995,Handball 16,X360,2015,Sports,Bigben Interactive,0,0.01,0,0,0.01,0
10996,World Snooker Championship 2007,X360,2007,Sports,Sega,0,0.01,0,0,0.01,0
10997,WSC REAL 09: World Snooker Championship,X360,2009,Sports,Deep Silver,0,0.01,0,0,0.01,0
10998,Sakura-Sou no Pet na Kanojo,PSV,2013,Adventure,Kadokawa Games,0,0,0.01,0,0.01,0
10999,Darkened Skye,GC,2002,Adventure,TDK Mediactive,0.01,0,0,0,0.01,0
11000,TrackMania Turbo,PC,2016,Action,Ubisoft,0,0.01,0,0,0.01,0
11001,John Daly's ProStroke Golf,X360,2010,Sports,O-Games,0.01,0,0,0,0.01,0
11002,Poker for Dummies,PC,2008,Misc,Electronic Arts,0,0.01,0,0,0.01,0
11003,Pilot Academy,PSP,2006,Simulation,Rising Star Games,0,0.01,0,0,0.01,0
11004,Akatsuki no Amaneka to Aoi Kyojin,PSP,2010,Strategy,CyberFront,0,0,0.01,0,0.01,0
11005,Hoshigami: Ruining Blue Earth Remix,DS,2007,Role-Playing,505 Games,0,0,0.01,0,0.01,0
11006,Fate/kaleid liner Prisma Illya,3DS,2014,Action,Kadokawa Games,0,0,0.01,0,0.01,0
11007,Grand Prix Legends,PC,1997,Racing,Vivendi Games,0,0.01,0,0,0.01,0
11008,Luxor: Pharaoh's Challenge,DS,2007,Puzzle,Funsta,0,0.01,0,0,0.01,0
11009,Fullmetal Alchemist: Trading Card Game,DS,2007,Misc,Destineer,0.01,0,0,0,0.01,0
11010,Super Bubble Pop,XB,2002,Puzzle,Jaleco,0.01,0,0,0,0.01,0
11011,Colin McRae Rally 04,PC,2004,Racing,Codemasters,0,0.01,0,0,0.01,0
11012,Cross Edge Dash,X360,2009,Role-Playing,Compile Heart,0,0,0.01,0,0.01,0
11013,Meru Purana,PS,1996,Strategy,Gust,0,0,0.01,0,0.01,0
11014,"Crouching Tiger, Hidden Dragon",XB,2003,Action,Ubisoft,0.01,0,0,0,0.01,0
11015,S.Y.K: Shinsetsu Saiyuuki Portable,PSP,2010,Adventure,Idea Factory,0,0,0.01,0,0.01,0
11016,Gobliiins 4,PC,2009,Adventure,Kalypso Media,0,0.01,0,0,0.01,0
11017,Arabians Lost: The Engagement on Desert,PSP,2012,Adventure,Quinrose,0,0,0.01,0,0.01,0
11018,Wand of Fortune,PS2,2009,Adventure,Idea Factory,0,0,0.01,0,0.01,0
11019,Vitamin Y,DS,2008,Adventure,D3Publisher,0,0,0.01,0,0.01,0
11020,Mighty No. 9,XOne,2016,Platform,Deep Silver,0.01,0,0,0,0.01,0
11021,Help Wanted: 50 Wacky Jobs (jp sales),Wii,2008,Simulation,Hudson Soft,0,0.01,0.01,0,0.01,0
11022,STORM: Frontline Nation,PC,2011,Strategy,Unknown,0,0.01,0,0,0.01,0
11023,Teslagrad,PSV,2015,Platform,Rain Games,0,0.01,0,0,0.01,0
11024,Original Frisbee Disc Sports: Ultimate & Golf,DS,2007,Action,"Destination Software, Inc",0.01,0,0,0,0.01,0
11025,Mortal Kombat: Deadly Alliance,GBA,2002,Fighting,Midway Games,0.01,0,0,0,0.01,0
11026,Kanokon: Esuii,PS2,2008,Adventure,5pb,0,0,0.01,0,0.01,0
11027,Hanasaku Manimani,PSV,2014,Adventure,5pb,0,0,0.01,0,0.01,0
11028,Sugar + Spice! Anoko no Suteki na Nanimokamo,PS2,2008,Adventure,Alchemist,0,0,0.01,0,0.01,0
11029,Pro Evolution Soccer 2008,PC,2007,Sports,Konami Digital Entertainment,0,0.01,0,0,0.01,0
11030,Dramatical Murder Re:code,PSV,2014,Adventure,Nitroplus,0,0,0.01,0,0.01,0
11031,Super Robot Taisen: Original Generation,GBA,2002,Role-Playing,Banpresto,0.01,0,0,0,0.01,0
11032,Codename: Panzers Complete Collection,PC,2016,Strategy,Nordic Games,0,0.01,0,0,0.01,0
11033,Psychic Detective,PS,1995,Adventure,Electronic Arts,0.01,0,0,0,0.01,0
11034,Mahou Sensei Negima!? Neo-Pactio Fight!!,Wii,2007,Fighting,Marvelous Interactive,0,0,0.01,0,0.01,0
11035,Sweet Honey Coming,PS2,2009,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01,0
11036,God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01,0
11037,E.T. The Extra-Terrestrial,GBA,2001,Action,NewKidCo,0.01,0,0,0,0.01,0
11038,Hakuoki: Reimeiroku - Omouhase Kara,PSV,2015,Action,Idea Factory,0,0,0.01,0,0.01,0
11039,Bookworm Deluxe,PC,2006,Puzzle,PopCap Games,0.01,0,0,0,0.01,0
11040,Hyakki Yagyou Kaidan Romance,PSP,2012,Action,Quinrose,0,0,0.01,0,0.01,0
11041,The Treasures of Mystery Island 3 Pack - Save Mystery Island!,PC,2011,Puzzle,Unknown,0.01,0,0,0,0.01,0
11042,Imagine Figure Skater (JP sales),DS,2007,Sports,Ubisoft,0,0,0.01,0,0.01,0
11043,Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack,3DS,2015,Misc,Nintendo,0,0,0.01,0,0.01,0
11044,Battle Fantasia,PS3,2008,Fighting,505 Games,0,0,0.01,0,0.01,0
11045,15 Days,PC,2009,Adventure,DTP Entertainment,0,0.01,0,0,0.01,0
11046,Spore Galactic Adventures,PC,2009,Strategy,Electronic Arts,0,0.01,0,0,0.01,0
11047,Sea Monsters: A Prehistoric Adventure,DS,2007,Adventure,DSI Games,0.01,0,0,0,0.01,0
11048,Transformers: Fall of Cybertron,PC,2012,Action,Activision,0.01,0,0,0,0.01,0
11049,Patrician IV: Gold Edition,PC,2011,Misc,Kalypso Media,0,0.01,0,0,0.01,0
11050,Mushi Bugyou,3DS,2013,Action,Namco Bandai Games,0,0,0.01,0,0.01,0
11051,Time Travelers,PSP,2012,Adventure,Level 5,0,0,0.01,0,0.01,0
11052,End of Nations,PC,2012,Strategy,Trion Worlds,0.01,0,0,0,0.01,0
11053,Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party,3DS,2014,Action,Namco Bandai Games,0,0,0.01,0,0.01,0
11054,XI Coliseum,PSP,2006,Puzzle,Sony Computer Entertainment,0,0,0.01,0,0.01,0
11055,Bust-A-Move 3000,GC,2003,Puzzle,Ubisoft,0.01,0,0,0,0.01,0
11056,Rondo of Swords (jp sales),DS,2007,Role-Playing,Success,0,0,0.01,0,0.01,0
11057,Know How 2,DS,2010,Puzzle,7G//AMES,0,0.01,0,0,0.01,0
11058,SCORE International Baja 1000: The Official Game,PS2,2008,Racing,Activision,0,0,0,0,0.01,0
11059,Men in Black II: Alien Escape,GC,2003,Shooter,Infogrames,0.01,0,0,0,0.01,0
11060,Woody Woodpecker in Crazy Castle 5,GBA,2002,Platform,Kemco,0.01,0,0,0,0.01,0
11061,Plushees,DS,2008,Simulation,Destineer,0.01,0,0,0,0.01,0
11062,Myst IV: Revelation,PC,2004,Adventure,Ubisoft,0.01,0,0,0,0.01,0
11063,Eiyuu Densetsu: Sora no Kiseki Material Collection Portable,PSP,2007,Role-Playing,Falcom Corporation,0,0,0.01,0,0.01,0
11064,Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,PSV,2016,Action,dramatic create,0,0,0.01,0,0.01,0
11065,Mega Brain Boost,DS,2008,Puzzle,Majesco Entertainment,0.01,0,0,0,0.01,0
11066,Mezase!! Tsuri Master DS,DS,2009,Sports,Hudson Soft,0,0,0.01,0,0.01,0
11067,Secret Files 2: Puritas Cordis,DS,2009,Adventure,Deep Silver,0,0.01,0,0,0.01,0
11068,Breach,PC,2011,Shooter,Destineer,0.01,0,0,0,0.01,0
11069,Carmageddon 64,N64,1999,Action,Virgin Interactive,0.01,0,0,0,0.01,0
11070,Resident Evil 4 HD,XOne,2016,Shooter,Capcom,0.01,0,0,0,0.01,0
11071,Planet Monsters,GBA,2001,Action,Titus,0.01,0,0,0,0.01,0
11072,Fit & Fun,Wii,2011,Sports,Unknown,0,0.01,0,0,0.01,0
11073,Real Rode,PS2,2008,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01,0
11074,PGA European Tour,N64,2000,Sports,Infogrames,0.01,0,0,0,0.01,0
11075,Outdoors Unleashed: Africa 3D,3DS,2011,Sports,Mastiff,0.01,0,0,0,0.01,0
11076,Damnation,PC,2009,Shooter,Codemasters,0,0.01,0,0,0.01,0
11077,Rugby Challenge 3,XOne,2016,Sports,Alternative Software,0,0.01,0,0,0.01,0
11078,Neo Angelique Special,PSP,2008,Adventure,Tecmo Koei,0,0,0.01,0,0.01,0
11079,Yattaman Wii: BikkuriDokkiri Machine de Mou Race da Koron,Wii,2008,Racing,Takara Tomy,0,0,0.01,0,0.01,0
11080,Mini Desktop Racing,Wii,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.01,0
11081,Scarlett: Nichijou no Kyoukaisen,PS2,2008,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01,0
11082,Grisaia no Kajitsu: La Fruit de la Grisaia,PSP,2013,Adventure,Prototype,0,0,0.01,0,0.01,0
11083,Farming 2017 - The Simulation,PS4,2016,Simulation,UIG Entertainment,0,0.01,0,0,0.01,0
11084,Metal Gear Solid HD Edition,X360,2011,Action,Konami Digital Entertainment,0,0,0.01,0,0.01,0
11085,Hitman (2016),XOne,2016,Action,Square Enix,0,0.01,0,0,0.01,0
11086,Magicians Academy,PS2,2007,Role-Playing,Enterbrain,0,0,0.01,0,0.01,0
11087,S??bastien Loeb Rally Evo,XOne,2016,Racing,Milestone S.r.l,0,0.01,0,0,0.01,0
11088,Snood 2: On Vacation,GBA,2005,Puzzle,Zoo Digital Publishing,0.01,0,0,0,0.01,0
11089,Shutsugeki! Otometachi no Senjou 2: Ikusabana no Kizuna,PSP,2011,Strategy,System Soft,0,0,0.01,0,0.01,0
11090,Unending Bloody Call,PSP,2012,Action,Asgard,0,0,0.01,0,0.01,0
11091,Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four,PS2,2008,Misc,Paon,0,0,0.01,0,0.01,0
11092,Summer Athletics,PC,2008,Sports,DTP Entertainment,0,0.01,0,0,0.01,0
11093,SBK Superbike World Championship,PSP,2008,Racing,Black Bean Games,0.01,0,0,0,0.01,0
11094,Micro Machines V4,PS2,2006,Racing,Codemasters,0.01,0,0,0,0.01,0
11095,Bomberman,Wii,2008,Puzzle,Hudson Entertainment,0,0,0.01,0,0.01,0
11096,Slotter Mania P: Tetsuya Shinjuku vs Ueno,PSP,2010,Misc,Dorart,0,0,0.01,0,0.01,0
11097,Case Closed: One Truth Prevails,Wii,2007,Adventure,Nobilis,0,0,0.01,0,0.01,0
11098,Koi Sentai Love & Peace the P.S.P: Power Zenkai! Special Youso Tenkomori de Portable Ka Daisakusen de Aru!,PSP,2012,Action,Broccoli,0,0,0.01,0,0.01,0
11099,Smart Boy's Winter Wonderland,DS,2008,Misc,UFO Interactive,0.01,0,0,0,0.01,0
11100,Hospital Tycoon,PC,2007,Strategy,Codemasters,0,0.01,0,0,0.01,0
11101,Dragon Ball Z for Kinect,X360,2012,Fighting,Namco Bandai Games,0.01,0,0,0,0.01,0
11102,Dengeki Gakuen RPG: Cross of Venus Special,DS,2011,Role-Playing,ASCII Media Works,0,0,0.01,0,0.01,0
11103,Muv-Luv Alternative,PS3,2012,Simulation,5pb,0,0,0.01,0,0.01,0
11104,Agatha Christie: Peril at End House,PC,2009,Adventure,JoWood Productions,0,0.01,0,0,0.01,0
11105,Ishin no Arashi: Shippuu Ryuumeden,DS,2010,Strategy,Tecmo Koei,0,0,0.01,0,0.01,0
11106,"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",PSV,2015,Action,Idea Factory,0,0,0.01,0,0.01,0
11107,DoDonPachi Daifukkatsu: Black Label,X360,2011,Shooter,Cave,0,0,0.01,0,0.01,0
11108,Space Raiders,GC,2003,Shooter,Taito,0.01,0,0,0,0.01,0
11109,Total War Attila: Tyrants & Kings,PC,2016,Strategy,Koch Media,0,0.01,0,0,0.01,0
11110,Captain Rainbow,Wii,2008,Adventure,Nintendo,0,0,0.01,0,0.01,0
11111,Azure Striker Gunvolt: Striker Pack,3DS,2016,Action,Inti Creates,0,0,0.01,0,0.01,0
11112,MotoGP 15,X360,2015,Racing,Milestone S.r.l.,0,0.01,0,0,0.01,0
11113,Amnesia Later,PSV,2014,Misc,Idea Factory,0,0,0.01,0,0.01,0
11114,Lucian Bee's: Resurrection Supernova,PS2,2009,Adventure,5pb,0,0,0.01,0,0.01,0
11115,Exstetra,3DS,2013,Role-Playing,FuRyu,0,0,0.01,0,0.01,0
11116,Memories Off #5: Togireta Film,PSP,2009,Adventure,5pb,0,0,0.01,0,0.01,0
11117,The Land Before Time: Into the Mysterious Beyond,GBA,2006,Platform,Game Factory,0.01,0,0,0,0.01,0
11118,Irotoridori no Sekai: World's End Re-Birth,PSV,2015,Action,HuneX,0,0,0.01,0,0.01,0
11119,Satomi Hakkenden: Hachi Tamanoki,PSP,2014,Adventure,Quinrose,0,0,0.01,0,0.01,0
11120,DJ Max Technika Tune,PSV,2012,Misc,CyberFront,0,0,0.01,0,0.01,0
11121,Hirameki Action: Chibikko Wagyan no Daiki na Bouken,DS,2009,Action,Namco Bandai Games,0,0,0.01,0,0.01,0
11122,Kiniro no Corda 3,3DS,2015,Adventure,Tecmo Koei,0,0,0.01,0,0.01,0
11123,Hoshizora no Comic Garden,DS,2008,Adventure,D3Publisher,0,0,0.01,0,0.01,0
11124,Onigokko! Portable,PSP,2013,Adventure,Alchemist,0,0,0.01,0,0.01,0
11125,Blazer Drive,DS,2008,Role-Playing,Sega,0,0,0.01,0,0.01,0
11126,Shirogane no Soleil: Contract to the Future - Mirai e no Keiyaku,PS2,2008,Adventure,Russel,0,0,0.01,0,0.01,0
11127,Style Book: Cinnamoroll,DS,2006,Misc,Namco Bandai Games,0,0,0.01,0,0.01,0
11128,Karnaaj Rally,GBA,2003,Racing,Jaleco,0.01,0,0,0,0.01,0
11129,Akatsuki no Goei Trinity,PS3,2012,Adventure,5pb,0,0,0.01,0,0.01,0
11130,Tengai Makyo: Dai Yon no Mokushiroku,PSP,2006,Role-Playing,Hudson Soft,0,0,0.01,0,0.01,0
11131,Bakumatsu Rock: Ultra Soul,PSP,2014,Misc,Marvelous Interactive,0,0,0.01,0,0.01,0
11132,Crossroad Crisis,PS,2000,Puzzle,Success,0.01,0,0,0,0.01,0
11133,Teenage Mutant Ninja Turtles,Wii,2007,Action,Konami Digital Entertainment,0,0.01,0,0,0.01,0
11134,Knights in the Nightmare: DHE Series Special Pack,DS,2008,Role-Playing,Sting,0,0,0.01,0,0.01,0
11135,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PC,2010,Shooter,Activision,0.01,0,0,0,0.01,0
11136,National Geographic Panda (JP sales),DS,2008,Simulation,Ubisoft,0,0,0.01,0,0.01,0
11137,Deal or No Deal,PC,2006,Misc,Focus Home Interactive,0,0.01,0,0,0.01,0
11138,Balloon Pop 2,3DS,2012,Puzzle,UFO Interactive,0.01,0,0,0,0.01,0
11139,Pony Friends 2,PC,2009,Simulation,Eidos Interactive,0,0.01,0,0,0.01,0
11140,Palais de Reine,PS2,2007,Strategy,Interchannel-Holon,0,0,0.01,0,0.01,0
11141,Trine,PC,2009,Action,Nobilis,0,0.01,0,0,0.01,0
11142,The Rise of the Argonauts,PC,2008,Role-Playing,Codemasters,0,0.01,0,0,0.01,0
11143,Romeo Vs. Juliet,PSP,2013,Adventure,Quinrose,0,0,0.01,0,0.01,0
11144,Samurai Shodown: Warrios Rage,PS,1999,Fighting,SNK,0.01,0,0,0,0.01,0
11145,Rabbids Invasion: The Interactive TV Show,XOne,2014,Misc,Ubisoft,0,0.01,0,0,0.01,0
11146,Mystereet,PS2,2006,Adventure,Yeti,0,0,0.01,0,0.01,0
11147,Shinigami to Shoujo,PSP,2011,Adventure,Takuyo,0,0,0.01,0,0.01,0
11148,Naraku no Shiro,PS2,2008,Adventure,Nippon Ichi Software,0,0,0.01,0,0.01,0
11149,The Eye of Judgment: Legends,PSP,2010,Strategy,Sony Computer Entertainment,0,0,0.01,0,0.01,0
11150,Infinite Stratos 2: Love and Purge,PSV,2015,Action,5pb,0,0,0.01,0,0.01,0
11151,Ultraman Fighting Evolution 3,PS2,2004,Fighting,Banpresto,0,0,0.01,0,0.01,0
11152,Hitotsu Tobashi Renai V,PSV,2015,Adventure,Kaga Create,0,0,0.01,0,0.01,0
11153,Games Around the World,DS,2010,Misc,Zoo Games,0.01,0,0,0,0.01,0
11154,Tears to Tiara: Kakan no Daichi Portable,PSP,2010,Adventure,Aqua Plus,0,0,0.01,0,0.01,0
11155,Brain Exercise With Dr. Kawashima,PC,2009,Puzzle,Namco Bandai Games,0,0.01,0,0,0.01,0
11156,Psycho-Pass,XOne,2014,Adventure,5pb,0,0,0.01,0,0.01,0
11157,1/2 Summer +,PSP,2013,Adventure,Kaga Create,0,0,0.01,0,0.01,0
11158,DoDonPachi Saidaioujou,X360,2013,Shooter,Cave,0,0,0.01,0,0.01,0
11159,Paranormal Pursuit: The Gifted One,PC,2015,Action,Alawar Entertainment,0,0.01,0,0,0.01,0
11160,Marginal #4: Idol of Supernova,PSV,2014,Adventure,Idea Factory,0,0,0.01,0,0.01,0
11161,Rock N' Roll Racing,SNES,1993,Racing,Interplay,0,0,0.01,0,0.01,0
11162,Kana: Imouto,PSP,2010,Adventure,CyberFront,0,0,0.01,0,0.01,0
11163,Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,DS,2011,Misc,Namco Bandai Games,0,0,0.01,0,0.01,0
11164,Konami Classics Vol. 2,X360,2009,Misc,Konami Digital Entertainment,0.01,0,0,0,0.01,0
11165,Rewrite,PSV,2014,Adventure,Prototype,0,0,0.01,0,0.01,0
11166,Miyako: Awayuki no Utage,PSP,2012,Action,Idea Factory,0,0,0.01,0,0.01,0
11167,Resident Evil 5 HD,PS4,2016,Action,Capcom,0.01,0,0,0,0.01,0
11168,Bakumatsu Koihana: Shinsengumi DS,DS,2008,Adventure,D3Publisher,0,0,0.01,0,0.01,0
11169,Grooverider: Slot Car Thunder,XB,2003,Racing,Encore,0.01,0,0,0,0.01,0
11170,Datenshi no Amai Yuuwaku x Kaikan Phrase,DS,2010,Adventure,FuRyu,0,0,0.01,0,0.01,0
11171,Hiiro no Kakera: Shin Tamayori Hime Denshou,PS2,2009,Adventure,Idea Factory,0,0,0.01,0,0.01,0
11172,Major Dream: Major Wii Nagero! Gyroball!!,Wii,2008,Sports,Takara Tomy,0,0,0.01,0,0.01,0
11173,"Iza, Shutsujin! Koisen",PSP,2011,Adventure,Quinrose,0,0,0.01,0,0.01,0
11174,Road Trip: Shifting Gears,GBA,2002,Racing,Zoo Digital Publishing,0.01,0,0,0,0.01,0
11175,Uta no * Prince-Sama: Sweet Serenade,PSP,2011,Adventure,Broccoli,0,0,0.01,0,0.01,0
11176,Sakura Sakura: Haru Urara,PSP,2010,Adventure,GN Software,0,0,0.01,0,0.01,0
11177,Pro Angler Moves,PS3,2012,Sports,"Interworks Unlimited, Inc.",0.01,0,0,0,0.01,0
11178,Best Of Tests,DS,2008,Puzzle,Conspiracy Entertainment,0.01,0,0,0,0.01,0
11179,Destiny Links,DS,2009,Role-Playing,Namco Bandai Games,0,0,0.01,0,0.01,0
11180,Fab 5 Soccer,DS,2008,Sports,Destineer,0.01,0,0,0,0.01,0
11181,Umihara Kawase Jun: Second Edition Kanzenban,DS,2009,Puzzle,Genterprise,0,0,0.01,0,0.01,0
11182,Football Manager 2005,PC,2004,Sports,Sega,0,0.01,0,0,0.01,0
11183,Turbo Trainz,Wii,2012,Racing,Mastertronic,0,0.01,0,0,0.01,0
11184,Element Hunter,DS,2009,Role-Playing,Namco Bandai Games,0,0,0.01,0,0.01,0
11185,Theatre Of War,PC,2007,Strategy,Kalypso Media,0,0.01,0,0,0.01,0
11186,Monkey Madness: Island Escape,DS,2010,Action,Storm City Games,0.01,0,0,0,0.01,0
11187,King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,2010,Fighting,SNK Playmore,0,0,0.01,0,0.01,0
